component_id	namespace	accession	evidence_type	confidence	source	notes
COMP_XYLOSIDASE	CAZY	GH39_e74	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 10 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH43_e264	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 8 EC-annotated members carry EC 3.2.1.37 (50%); contains CAZy subfamily GH43_35.
COMP_XYLOSIDASE	CAZY	GH43_e285	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	20 of 23 EC-annotated members carry EC 3.2.1.37 (87%); contains CAZy subfamily GH43_11;GH43_12.
COMP_XYLOSIDASE	CAZY	GH43_e330	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 8 EC-annotated members carry EC 3.2.1.37 (75%); contains CAZy subfamily GH43_11;GH43_12;GH43_13.
COMP_XYLOSIDASE	CAZY	GH43_e398	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.37 (50%); contains CAZy subfamily GH43_2.
COMP_XYLOSIDASE	CAZY	GH43_e459	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.37 (100%); contains CAZy subfamily GH43_12;GH43_13.
COMP_XYLOSIDASE	CAZY	GH43_e53	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	19 of 23 EC-annotated members carry EC 3.2.1.37 (83%); contains CAZy subfamily GH43_1;GH43_10;GH43_29;GH43_32;GH43_33;GH43_34;GH5_21.
COMP_XYLOSIDASE	CAZY	GH43_e59	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.37 (50%); contains CAZy subfamily GH43_10;GH43_17;GH43_26;GH43_29;GH43_30.
COMP_XYLOSIDASE	CAZY	GH43_e67	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.37 (50%); contains CAZy subfamily GH43_12.
COMP_XYLOSIDASE	CAZY	GH5_e288	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.37 (50%); contains CAZy subfamily GH5_22.
COMP_XYLOSIDASE	CAZY	GH51_e4	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	11 of 31 EC-annotated members carry EC 3.2.1.37 (35%).
COMP_XYLOSIDASE	CAZY	GH52_e0	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_ARAF	CAZY	GH3_e0	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	39 of 131 EC-annotated members carry EC 3.2.1.55 (30%).
COMP_ARAF	CAZY	GH3_e88	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 18 EC-annotated members carry EC 3.2.1.55 (17%).
COMP_ARAF	CAZY	GH43_e0	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10;GH43_12.
COMP_ARAF	CAZY	GH43_e118	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10;GH43_16.
COMP_ARAF	CAZY	GH43_e124	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_12.
COMP_ARAF	CAZY	GH43_e159	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_19;GH43_29;GH43_34.
COMP_ARAF	CAZY	GH43_e173	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_18;GH43_20;PL1_2.
COMP_ARAF	CAZY	GH43_e188	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10;GH43_16.
COMP_ARAF	CAZY	GH43_e194	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_8;GH43_9.
COMP_ARAF	CAZY	GH43_e2	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10.
COMP_ARAF	CAZY	GH43_e239	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10;GH43_16.
COMP_ARAF	CAZY	GH43_e259	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_12.
COMP_ARAF	CAZY	GH43_e261	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	11 of 15 EC-annotated members carry EC 3.2.1.55 (73%); contains CAZy subfamily GH43_10;GH43_16;GH43_34.
COMP_ARAF	CAZY	GH43_e264	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 8 EC-annotated members carry EC 3.2.1.55 (50%); contains CAZy subfamily GH43_35.
COMP_ARAF	CAZY	GH43_e285	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 23 EC-annotated members carry EC 3.2.1.55 (13%); contains CAZy subfamily GH43_11;GH43_12.
COMP_ARAF	CAZY	GH43_e311	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.55 (50%); contains CAZy subfamily GH43_17;GH43_23;GH43_26;GH43_34.
COMP_ARAF	CAZY	GH43_e327	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_2;GH43_29;GH43_34.
COMP_ARAF	CAZY	GH43_e330	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 8 EC-annotated members carry EC 3.2.1.55 (25%); contains CAZy subfamily GH43_11;GH43_12;GH43_13.
COMP_ARAF	CAZY	GH43_e398	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.55 (50%); contains CAZy subfamily GH43_2.
COMP_ARAF	CAZY	GH43_e429	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_12.
COMP_ARAF	CAZY	GH43_e52	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_36.
COMP_ARAF	CAZY	GH43_e53	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 23 EC-annotated members carry EC 3.2.1.55 (17%); contains CAZy subfamily GH43_1;GH43_10;GH43_29;GH43_32;GH43_33;GH43_34;GH5_21.
COMP_ARAF	CAZY	GH43_e532	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_10;GH43_29.
COMP_ARAF	CAZY	GH43_e59	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.55 (50%); contains CAZy subfamily GH43_10;GH43_17;GH43_26;GH43_29;GH43_30.
COMP_ARAF	CAZY	GH43_e67	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.55 (50%); contains CAZy subfamily GH43_12.
COMP_ARAF	CAZY	GH43_e79	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_20.
COMP_ARAF	CAZY	GH43_e84	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_18;GH43_20;GH43_34.
COMP_ARAF	CAZY	GH51_e0	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	36 of 36 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e1	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e19	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	26 of 26 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e26	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e31	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e34	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e35	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 10 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH51_e36	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH51_2.
COMP_ARAF	CAZY	GH51_e4	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	20 of 31 EC-annotated members carry EC 3.2.1.55 (65%).
COMP_ARAF	CAZY	GH51_e47	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_18;GH43_22;GH43_29;GH43_34;GH43_4.
COMP_ARAF	CAZY	GH51_e51	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH51_1.
COMP_ARAF	CAZY	GH51_e65	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 10 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH51_1;GH51_14.
COMP_ARAF	CAZY	GH54_e0	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	23 of 23 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH62_e0	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	24 of 24 EC-annotated members carry EC 3.2.1.55 (100%).
COMP_ARAF	CAZY	GH62_e1	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_16.
COMP_ARAF	CAZY	GH62_e9	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.55 (100%); contains CAZy subfamily GH43_36.
COMP_AMYLASE	CAZY	GH119_e2	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%).
COMP_AMYLASE	CAZY	GH13_e124	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1.
COMP_AMYLASE	CAZY	GH13_e13	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e139	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1.
COMP_AMYLASE	CAZY	GH13_e143	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 10 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_6.
COMP_AMYLASE	CAZY	GH13_e146	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_19;GH13_32;GH13_6.
COMP_AMYLASE	CAZY	GH13_e160	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_19;GH13_28;GH13_32;GH13_42.
COMP_AMYLASE	CAZY	GH13_e172	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 17 EC-annotated members carry EC 3.2.1.1 (53%); contains CAZy subfamily GH13_20;GH13_21;GH13_39.
COMP_AMYLASE	CAZY	GH13_e173	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_5.
COMP_AMYLASE	CAZY	GH13_e18	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_5;GH13_7.
COMP_AMYLASE	CAZY	GH13_e183	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 13 EC-annotated members carry EC 3.2.1.1 (23%); contains CAZy subfamily GH13_13;GH13_3;GH13_32.
COMP_AMYLASE	CAZY	GH13_e19	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	16 of 16 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1.
COMP_AMYLASE	CAZY	GH13_e205	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	49 of 49 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_15;GH13_24;GH13_32.
COMP_AMYLASE	CAZY	GH13_e206	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1;GH13_2.
COMP_AMYLASE	CAZY	GH13_e23	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_32.
COMP_AMYLASE	CAZY	GH13_e240	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_28;GH13_32.
COMP_AMYLASE	CAZY	GH13_e245	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_5.
COMP_AMYLASE	CAZY	GH13_e248	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 31 EC-annotated members carry EC 3.2.1.1 (10%); contains CAZy subfamily GH13_13;GH13_14;GH13_32;GH13_37;GH13_5.
COMP_AMYLASE	CAZY	GH13_e25	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_5.
COMP_AMYLASE	CAZY	GH13_e302	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_28.
COMP_AMYLASE	CAZY	GH13_e303	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 19 EC-annotated members carry EC 3.2.1.1 (53%); contains CAZy subfamily GH13_39.
COMP_AMYLASE	CAZY	GH13_e307	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	15 of 17 EC-annotated members carry EC 3.2.1.1 (88%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e329	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 22 EC-annotated members carry EC 3.2.1.1 (9%); contains CAZy subfamily GH13_20;GH13_21.
COMP_AMYLASE	CAZY	GH13_e34	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_28.
COMP_AMYLASE	CAZY	GH13_e345	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	50 of 50 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_6.
COMP_AMYLASE	CAZY	GH13_e346	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_20.
COMP_AMYLASE	CAZY	GH13_e348	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	214 of 219 EC-annotated members carry EC 3.2.1.1 (98%); contains CAZy subfamily GH13_15;GH13_24;GH13_34.
COMP_AMYLASE	CAZY	GH13_e354	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	18 of 18 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_7.
COMP_AMYLASE	CAZY	GH13_e380	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 10 EC-annotated members carry EC 3.2.1.1 (70%); contains CAZy subfamily GH13_1;GH13_45.
COMP_AMYLASE	CAZY	GH13_e381	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_32.
COMP_AMYLASE	CAZY	GH13_e386	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e387	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_32.
COMP_AMYLASE	CAZY	GH13_e389	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e406	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 14 EC-annotated members carry EC 3.2.1.1 (71%); contains CAZy subfamily GH13_19;GH13_45;GH13_6.
COMP_AMYLASE	CAZY	GH13_e409	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	79 of 79 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1;GH13_45.
COMP_AMYLASE	CAZY	GH13_e413	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_1.
COMP_AMYLASE	CAZY	GH13_e419	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	153 of 163 EC-annotated members carry EC 3.2.1.1 (94%); contains CAZy subfamily GH13_5;GH13_7.
COMP_AMYLASE	CAZY	GH13_e42	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_28.
COMP_AMYLASE	CAZY	GH13_e443	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_49.
COMP_AMYLASE	CAZY	GH13_e446	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 6 EC-annotated members carry EC 3.2.1.1 (33%); contains CAZy subfamily GH13_20.
COMP_AMYLASE	CAZY	GH13_e462	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e465	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 11 EC-annotated members carry EC 3.2.1.1 (45%); contains CAZy subfamily GH13_14;GH13_32;GH13_41.
COMP_AMYLASE	CAZY	GH13_e47	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 5 EC-annotated members carry EC 3.2.1.1 (60%); contains CAZy subfamily GH13_36.
COMP_AMYLASE	CAZY	GH13_e484	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.1 (100%); contains CAZy subfamily GH13_27.
COMP_AMYLASE	CAZY	GH13_e486	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 96 EC-annotated members carry EC 3.2.1.1 (3%); contains CAZy subfamily AA3_2;GH13_10;GH13_17;GH13_23;GH13_29;GH13_31;GH13_36;GH13_40.
COMP_AMYLASE	CAZY	GH13_e491	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 25 EC-annotated members carry EC 3.2.1.1 (12%); contains CAZy subfamily GH13_10;GH13_26.
COMP_AMYLASE	CAZY	GH13_e493	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 17 EC-annotated members carry EC 3.2.1.1 (12%); contains CAZy subfamily GH13_14.
